SO2 (µg/m3);NO (µg/m3);NO2 (µg/m3);CO (mg/m3);O3 (µg/m3);PM10 (µg/m3);NOx (µg/m3)
4;3.6;7.3;0.2;66.8;22;12.8
3;2.2;1;0.2;76.8;23;4.5
2.5;2.3;2.5;0.2;77;21;6
2.7;1.9;2.5;0.3;78.2;15.2;5.5
1.9;2;3.2;0.4;78;29.8;6.2
2;2.3;6.8;0.3;67;30;8.2
1.4;2.5;10.2;0.3;67.5;24.2;14
1.2;2;18;0.4;53.2;18.2;21.5
1.2;1;14.2;0.4;54.2;28.8;15.8
1.5;1.4;10.1;0.3;55.2;26;12.2
1;2;16.2;0.3;47;21.5;19.5
1;2.4;26.6;0.3;34.5;20;30.2
1;1.3;11.8;0.3;49.5;20;14
1.5;1.3;9.6;0.3;53.5;15.2;11.5
0.9;0.7;5.8;0.3;58;12;6.8
1.1;1.4;6.3;0.2;58.2;15.8;8.8
0.9;1.4;8.2;0.1;51.2;15.2;10
0.9;1.2;7;0.2;51;16;9
1.1;1.2;5;0.1;51.8;15;6.8
1.7;1.1;3.2;0.1;55.2;18.8;4.8
2.6;1.6;5.5;0.1;52.2;13.2;8
2.2;1.8;13.4;0.1;40.8;18.5;16.2
1.5;2.6;8.9;0.1;50.5;14;12.8
1.1;4.9;12.1;0.1;53;16;19.8
1.7;5;8.7;0.1;56.8;13.8;16.2
1.8;2.6;3.1;0.2;74.2;15.5;6.8
2.8;2.1;1.3;0.3;78.2;18;4.2
2.5;2.8;2.9;0.3;76.8;9.2;7
2.2;2.4;3.9;0.3;75;24.8;7.8
2;2.6;5.7;0.4;72;21;9.8
2.6;2.6;12.1;0.3;61;19;16
1.5;2.2;22.3;0.4;46.5;24;25.8
1.9;4;37;0.4;26.8;26.2;43.2
2.6;3.5;33.1;0.4;26.8;26;38.5
2.4;2.6;20.1;0.3;40.2;15.5;24.2
2.2;1.4;17.2;0.2;37.8;20;19.5
1.8;1.4;19;0.2;37;23;21
1.4;1.6;16;0.2;43.2;14;18.2
2.2;1.7;19.4;0.3;42.2;14.2;22
1;1.6;11;0.2;45;15;13.2
1.5;1.9;10.7;0.2;44.2;20.8;13.8
2.1;2.2;22.5;0.2;39.2;21;25.8
1.6;1.2;3.4;0.2;47;20.8;5.5
2.9;1.7;21;0.2;38.8;17.2;23.8
3.2;2.4;25.6;0.2;39.5;23;29.2
1.7;2;8.6;0.2;41.2;17;12
2.1;1.3;21.4;0.2;21.2;14;23.5
2;4.7;10.2;0.2;47;13.5;17.2
3.6;11.2;16.6;0.3;43;19;33.8
3.7;9.8;15.9;0.3;43.5;21;31
3.7;7.2;12.6;0.3;60;25.8;23.8
2;3.6;5.6;0.3;76;19;11
1.1;2.5;4.3;0.3;74.2;18;8.2
1.3;2.5;6;0.3;76.8;23.5;9.8
1.2;1.8;6.6;0.3;80.2;25;9.2
1.1;1.4;4.8;0.3;82.2;28;6.8
1.6;15.8;50.6;0.3;27.2;38.8;74.8
2;4.4;37.4;0.3;30;45.8;44.2
3.2;7.8;42.8;0.4;17.5;31.2;54.8
2.9;2.1;29.4;0.4;27.2;37.8;32.5
2.7;7.6;37.5;0.4;17.2;37;49.2
1.2;2.4;33.4;0.4;18.5;49.8;37
2.1;1.4;24.4;0.4;28.5;34.2;26.5
2.4;2.8;21.2;0.3;25.2;41.8;25.5
2.2;2.6;22.2;0.3;19.8;42;26.2
1.3;1.9;23.7;0.3;17;43;26.8
1.2;4.8;30.9;0.3;9.5;44.2;38.2
1.6;2.1;34.6;0.3;7;40.8;37.8
1.6;1.6;28.5;0.3;13;43;31
1.5;14.9;30.2;0.3;9.8;38.2;53
2;7.9;31.8;0.3;12;39;44
2;25.2;38.9;0.4;8.5;52.8;77.8
1.6;7.1;22.4;0.4;22.8;68.8;33.5
2.9;7.6;18.7;0.4;28.2;65.8;30.5
2.6;9.1;26.4;0.4;25.2;65.2;40.8
2.9;7.2;24.1;0.4;28;68;35.2
2.5;5.8;21.5;0.4;32.5;59.2;30.5
2.7;3.2;15.2;0.4;41.5;52;20
2.6;2.4;22.5;0.3;32.2;43.2;26.2
1.4;1.6;18.9;0.3;33.5;41.8;21.2
2.2;1.6;18.2;0.3;33.5;50.8;21
2.2;3.2;21.7;0.3;28.8;45.2;26.8
1.6;10;38.6;0.3;9;50;54
2.2;3.2;32.4;0.3;13.2;56.8;37.2
1.9;8.6;37.6;0.4;5;65;50.8
1.4;1;20.8;0.4;20.8;53.2;22.5
1.4;0.8;14.2;0.3;27.2;54.5;15.2
1.7;1.4;7.8;0.3;32;33.5;9.8
1.4;4.1;20.4;0.3;8.5;40.8;26.5
2.4;2.4;23;0.3;6.2;52.8;26.8
2.6;3.8;27.7;0.4;3.8;53;33.5
2.6;3.4;31.2;0.4;6.2;51;36.2
1.8;2.4;30.6;0.4;7.8;51;34
1;6.1;34.3;0.4;5.2;51.5;43.8
1;8.1;31.2;0.4;10;51;43.5
1.5;9.2;29.7;0.3;12;41.2;43.8
1.4;12.9;34.4;0.4;9.5;45.8;54.2
1.3;7.3;32;0.3;16.2;44.2;43.5
1.6;5.8;27;0.3;20.8;34.2;36
1.4;5.4;25.4;0.3;26;36;33.5
1;4.1;22.8;0.3;25.5;34;29
1.6;5.4;25.6;0.3;23;33.8;33.8
2.8;3.4;21.3;0.3;26.8;29;26.5
3.3;2;23.9;0.3;22;31.8;27
2.6;0.9;15.4;0.3;34.5;30;16.8
1.8;1.4;26.5;0.3;25.2;21.2;28.8
2.1;3;32.4;0.3;20.2;25;37
2;2.6;30.5;0.3;27;18.2;34.5
1.4;1.8;22;0.3;30.8;22.2;24.5
1.2;1.6;18.1;0.3;32.2;22;20.5
1;1.2;13.3;0.3;36.8;19.8;15
1.4;1;10.6;0.3;37.2;20;12
1.2;1.5;14.3;0.3;31.5;17;16.5
1.6;1.2;10.2;0.3;36.8;20.2;11.8
1.6;1.2;10.6;0.3;36;17;12.5
1.4;1.4;14.8;0.3;27.5;23.8;17
1.6;1.4;15.9;0.3;26.5;23;18
1.6;1.9;16.1;0.3;25;25;19
2.2;3.8;20.5;0.3;21.5;16.2;26.2
1.5;3.1;11.3;0.3;32.8;19;16.2
1.8;4.4;10.7;0.3;33;19;17.5
1.2;3.6;4.8;0.3;38;18;10.2
1.8;4.1;5;0.3;40.2;14.2;11.2
1.5;2.6;4;0.3;43.8;19;8
1.8;2.7;4;0.3;43.2;16;8
1.9;1.8;3.8;0.3;45.8;10.2;6.8
2.3;1.8;8.1;0.3;45.2;7;11
3.3;1.3;9.4;0.3;47;7.8;11.5
1.7;1.1;5.7;0.3;45;10;7.8
1.2;1.4;8.2;0.3;46;10;10.5
2.2;1.4;6.8;0.3;43.5;10;8.8
2;1.6;10.3;0.4;35.5;8;12.5
1.6;1.2;5.4;0.4;44.2;14;7.2
2.4;1.3;4.4;0.3;43.5;18;6.5
1.1;1.6;4.4;0.3;48;14;6.8
1.4;1;1.4;0.3;56;13;3
2.2;1.2;1.2;0.3;53;9;3
1.9;1.2;0.6;0.3;50.5;15.8;2.5
1.4;1.4;0.3;0.4;56;11.5;2.5
1.1;1;0.2;0.3;58.8;9;1.8
1.2;1.4;0.2;0.3;62.2;8.2;2.5
1.6;1.4;0.2;0.3;63.2;8;2.5
1;1;0.2;0.3;64;5;1.8
1.6;0.8;0.7;0.4;65.5;6;2
1.7;1.6;0.4;0.3;73;7;2.5
1.3;1.1;1.2;0.4;76;8;2.8
1.1;1.6;4.2;0.4;70.5;9.5;6.8
1.4;0.9;7.1;0.4;65.2;11;8.8
2.9;1.4;5.7;0.4;68;13;7.5
2.6;1.4;0.6;0.4;79.5;24.8;2.5
2.4;1.8;3.6;0.4;75;9.2;6.5
2.1;1.4;2.4;0.4;76.2;10.5;4.8
1.2;1.4;6;0.4;71.2;18.5;8
0.9;0.8;1.8;0.4;74.5;18;3.2
0.9;1.4;6.6;0.3;69;23.8;8.5
0.9;1.2;7;0.4;66.2;21.2;8.8
2.3;1.3;10.1;0.4;61.5;15.2;12.5
3;1.4;6;0.4;64;21.2;8.5
3;1.3;0.4;0.3;71.5;11.8;2.5
1.6;1.4;3;0.4;68;19.8;5
2;1.3;4.8;0.3;63.8;17;6.8
1.5;1;3.3;0.3;68;18;4.5
1.3;1.5;7.4;0.3;60.8;9.2;9.8
1.9;1.2;7.1;0.3;59;17.8;8.8
1.2;1.6;12.4;0.3;48.8;20.8;14.8
2;1.6;12.5;0.2;47.2;19;15.2
1.5;1.9;11.2;0.3;52.2;24.8;14
1.2;2.4;9.7;0.3;58.5;18;13.5
0.9;3;6.1;0.3;68.2;19;10.8
1.2;2.5;7.1;0.4;67.5;14.2;10.8
3.2;1.7;7.3;0.4;68.2;28.2;9.8
2.3;1.9;7.2;0.3;69.5;19.2;10
1.7;1.4;10.4;0.3;66.5;23.5;12.5
1.8;1.4;6;0.4;67.8;21.8;8.2
1.4;2.5;15.4;0.4;56.2;20;19
1.8;1.4;10.8;0.4;56;22;13
2.1;2.1;19.6;0.4;45.5;26;23
1.4;2.6;25.6;0.4;36.8;33.2;29.5
1.2;1.6;16;0.4;49;37;18.2
1.2;1.6;14.1;0.4;46.8;27.2;16.5
2.4;1.7;15.3;0.4;42.5;29;17.8
2.1;1.5;12.2;0.4;48;27;14.5
2.2;1.5;9;0.4;54.5;30;11.2
2;1.8;13.9;0.3;46.2;32;16.8
1.5;1.3;14.5;0.4;53.5;28.2;16.5
1;1.2;2;0.4;69;27;4
0.9;0.8;7.1;0.4;61;30;8.5
0.9;1.6;21.1;0.3;45;27;23.5
1;1.6;18.9;0.4;47.8;28;21.2
2;2.2;20.1;0.3;45.5;24.5;23.5
2.2;4.7;17.8;0.3;46.8;32.8;24.8
1.4;4.3;14.1;0.3;60;30;20.5
0.9;3.3;8.7;0.3;74.5;27;14
1.9;2.5;7;0.4;79;17.2;11
1.1;2.2;9.1;0.4;74.5;20;12.2
1.3;1.6;2.6;0.4;85;20;4.8
2.9;1.6;4.2;0.4;82.8;20;6.8
2;2.2;13.8;0.4;69.2;25.8;17.2
2.5;1.7;15;0.4;69;35.8;17.5
2.4;1.4;14.4;0.4;68.2;33;16.5
1.8;1.8;21.7;0.4;58;32;24.5
1.5;1.5;14.5;0.4;65.2;27.2;16.5
1.3;1.3;13;0.4;64;32;15
1.6;1.6;7.4;0.3;73.8;40;10
1.3;1.4;8;0.3;73.8;22.5;10.2
0.9;2;4.2;0.3;74.2;27.8;7
1.2;1.3;2.4;0.2;75;29.8;4.2
1.8;1.4;2.1;0.2;77.8;33;4.2
1.6;0.7;2.4;0.2;76.8;25.5;3.5
1.4;1.6;4.2;0.2;77.8;21.2;6.2
1.4;1.1;2.4;0.2;82;21;4.2
1.6;1.2;0.6;0.1;86;26.8;2.2
1.1;1.5;2;0.1;86;20.2;4.5
1.4;1.5;6.2;0.1;81.8;12.2;8.5
1.3;2.3;7.7;0.1;81.5;9.2;11
1;2.2;4.3;0.2;85.8;17.5;7.8
1.2;2.4;4.4;0.2;87;19.2;8
2.6;2.2;4.6;0.3;87;12.8;7.8
1.3;2.4;6;0.3;84.2;13;9.5
1.9;1.8;3.9;0.3;84.8;11.8;6.5
1.6;2.2;5;0.3;82.5;8;8.8
1.2;2;5.5;0.3;80.2;7;8.5
1;2;6.4;0.3;83.8;17.5;9.5
2.4;1.4;8;0.3;83.5;8.2;10.2
1.1;1.3;7.2;0.3;82;10;9.5
1.4;1.4;4;0.3;85.2;9.8;6
1.2;1.1;6.6;0.3;76.8;15.8;8.2
0.9;1.3;7.8;0.3;71;8.2;9.8
0.9;1.5;2.4;0.3;77.8;6;4.8
0.9;1.2;1.7;0.2;78.8;2.2;3.5
0.9;1.2;2.2;0.2;74.8;3;4.2
1.6;1.6;2.7;0.2;75.5;9.8;5
1.8;0.9;1.7;0.2;78.2;8;3
1.2;1.1;1.2;0.1;77.5;3;2.8
1;1.2;2;0.2;77.2;6;3.8
2.4;1.1;2.8;0.2;75.8;1.2;4.5
1.3;1.1;5.3;0.2;74.2;1;7
0.9;1.5;6.9;0.2;72.2;3;9
1.7;1.6;10;0.2;70.2;5.2;12.5
1.2;2.6;12.9;0.2;68;10;17
1;3;8;0.3;76.5;11;12.8
2.1;2.6;6.8;0.3;81.2;11;10.8
1.9;2.4;4.4;0.3;87.2;21.8;8
1.9;2.7;6.6;0.3;80.2;14.2;11
1.3;1.9;6.2;0.3;80.5;16;9
1.8;2.2;8;0.3;78.5;15;11.5
1.1;1.7;9.9;0.3;76.5;14;12.5
0.9;1.4;16;0.3;66.8;25.5;18.5
1;1.6;20.6;0.3;56.5;22;23
1.1;1.6;15.8;0.3;59;9.5;18
1.3;1.4;14.4;0.3;56.5;9;16.8
2.6;1.3;9.3;0.3;61.8;15.8;11.2
3;1.3;13.3;0.3;55;12.2;15.2
2.7;1.3;17.9;0.3;45.8;18.5;20.2
2.8;1;13.5;0.3;48.2;21;15
1.5;1.5;7.7;0.3;53;20;10
0.9;1.3;6.8;0.3;52.8;16;9
0.9;1.1;7.2;0.3;47.5;7.5;9
1.4;1.4;8.1;0.3;45.2;19.5;10.2
1;1.2;8.3;0.2;47.5;15.5;10
1;1.7;6;0.2;56.5;15;8.2
1.5;1.6;7.9;0.2;53;12;10.5
2;5.2;18.2;0.2;46.2;13;26.2
1.1;3;6.9;0.2;59.5;13;11.8
1;2.5;4.7;0.3;72.8;12.2;8.5
1.3;2.8;5.8;0.3;77;12;10.5
0.9;1.8;3.9;0.2;84.5;24;7
0.9;1.8;0.2;0.2;94;11.2;3
0.9;1.1;0.7;0.2;97;12;2.5
1;1.2;3.2;0.2;92.5;16.8;5.2
0.9;2.5;8.7;0.2;82.5;18;12.5
0.8;2.4;19;0.2;71.5;18;23
1.2;1.7;27;0.2;49.2;13.2;29.5
1.9;1.8;23.4;0.2;48.8;27.5;26.2
2.9;1.3;16.6;0.2;57;27;18.8
2;1.8;20.1;0.3;49;22;22.8
1.9;1.8;16.9;0.3;45.8;17.2;19.5
1.5;2;23.5;0.4;34.2;11;26.5
2.4;2;19.1;0.3;37.5;20.8;22
2;1.6;17.3;0.3;33;25.2;20
2.9;1.8;19.2;0.3;28;29.2;22
3;1.7;10.8;0.3;39.8;23.2;13.5
2;1.7;9;0.3;39.8;19;11.5
2.1;1.3;8.9;0.3;40;22;11
2.8;1.9;13.4;0.3;32.5;23;16.5
3.3;1.7;11.7;0.3;38.2;20;14.2
3;3.7;10;0.3;42;18;15.5
3.2;7.1;12.7;0.3;41;14.2;23.5
5;9.8;14.7;0.3;43.8;21.8;30
5.6;9;15.8;0.3;52.5;13.5;29.5
3.8;5.3;11.3;0.3;67.8;12;19.5
2.4;2;2;0.3;95;20;5
2.3;1.7;2;0.3;95;8.2;4.5
3.1;1.8;1.7;0.3;97;8;4.2
3;1.6;4.9;0.3;89.2;8;7.5
3.2;1.9;12.3;0.3;76;10;15.2
4.4;1.2;12.6;0.3;66;26.2;14.5
3.6;1.2;12;0.3;64.8;23;14
2.7;1.4;7.4;0.3;65.8;27;9.2
3.4;1.4;8.5;0.3;63;19.2;10.5
3;1.3;8.6;0.3;59.5;19.8;10.5
1.5;1.6;9;0.3;55;16;11.5
1.8;1.4;8.4;0.3;53;14.2;10.5
4.7;1.3;6;0.3;59.5;17;7.8
3.6;1.6;5.2;0.3;56;8;7.8
3.2;1.4;5.4;0.3;56.2;15;7.5
2.4;1.6;7.9;0.3;49;9;10.2
2;1.4;9.4;0.3;43.5;6;11.8
2;1.8;7.8;0.3;43.8;6;10.8
2.4;1.4;6.2;0.3;47.8;7;8.5
1.7;3.3;7;0.3;42.5;6;12
3.5;12.4;16.2;0.3;32.2;22.8;35.2
3.1;8.2;10.2;0.3;37.5;32.8;22.5
4.8;10.6;14.8;0.3;41.8;29;31
4.1;5.1;8.2;0.3;54.2;29;16
4.4;3;3.9;0.3;76;22;8.2
4.1;2.1;2.6;0.3;85.5;20;6
3.5;2.3;6.1;0.3;80.8;21;9.8
4.1;2;6.8;0.3;80.8;15.2;10
3.1;2.4;22.7;0.3;61;13;26.5
3.6;1.1;6.5;0.2;78;15.2;8.2
3;1;6.2;0.2;75.5;19;7.8
3.6;1.4;10.8;0.2;71.5;11;12.8
3.4;1.4;11.9;0.2;58.2;11.8;14
2.2;1.8;10;0.2;51.2;20.8;13
2.8;1.6;8.5;0.2;49.2;21.5;11
3.1;1.4;10.6;0.2;45.5;22;12.8
2.5;1.6;13.6;0.2;37.5;30;16.2
3.2;1.3;16;0.2;33;25.2;18.2
3.8;1.4;15.2;0.2;34.5;31;17.2
4.4;1.4;10.4;0.3;37;23.2;12.2
2;2;23.6;0.3;20.8;19;26.5
2.9;4;33.4;0.3;15.2;24.8;39.8
4;5.4;26.9;0.3;22.5;24;35
5;9.6;19;0.3;25.5;18;33.8
7.1;76.4;37.7;0.4;11.2;21;154.8
7.5;56.4;40;0.4;12.2;53;126.5
5.6;4.7;15.4;0.3;30.5;84.2;22.8
5.5;3.5;7.4;0.3;59.5;34.8;12.8
5.1;2.2;5.3;0.3;79.8;34;8.8
4.1;2.1;5.2;0.3;85.5;42.8;8.8
4.8;2.4;9.6;0.3;72.5;49;13.2
4;2.3;17.3;0.3;65.2;43.2;20.8
2.8;1.8;29.5;0.4;61.2;53;32.5
4.7;1.6;33.1;0.4;54.2;64;35.5
4.9;1.3;29.8;0.4;56.2;64;31.8
3.4;1.4;16.2;0.4;67;67;18
3;1.5;12.6;0.4;73.5;82.5;15
2.7;1.7;23.8;0.4;49;76;26.2
2.7;1.2;25.2;0.4;37.5;71.8;26.8
2.8;1.1;9.4;0.3;49.8;67;11
3.8;1.2;10.8;0.3;42.8;59.2;12.5
5.1;1.3;13.3;0.3;36.5;55;15
4.6;1.5;10.7;0.3;41.2;52;13
3.2;1.7;18.2;0.2;35;46;21
2.6;4.3;32.5;0.4;9.8;34;39
2.8;12;31.1;0.4;11;45;49.8
5.1;4.1;30;0.4;22.8;48;36.2
5;23.4;40.1;0.4;15.2;48;76
5.6;14;28.5;0.4;9.2;43.2;50
3.3;6;20.7;0.3;22.5;75;30.2
3.2;2.6;9.5;0.3;52.8;47.5;13.2
2.9;3.6;7.9;0.4;62.5;42.2;13.5
3.2;3.6;12;0.4;81.8;65.8;17.8
3.8;2.4;10.6;0.4;96.2;53.2;14.5
4.6;2.1;10.8;0.4;107.2;51;14
5.1;2.3;21.6;0.5;102.2;65.8;25
6.7;1.5;31.2;0.6;94;87.5;33.8
6.5;1.4;25.7;0.5;86;129.2;28
5.2;2;35.4;0.5;61.2;128;38.2
6.2;2.3;55.5;0.6;37.2;132;59.2
5.2;1.4;42.1;0.5;40.8;126.2;44.2
5.1;1.4;34.4;0.5;40.8;121;36.5
5.2;7.2;46.5;0.4;15.5;104.2;57.2
4.6;1.2;46.3;0.4;22;89.5;48.5
5.4;1.3;26.2;0.4;34.5;98;28
5.1;1;17.1;0.3;37.5;83.2;18.8
4.7;1.4;23;0.3;27.8;60.2;25.2
3.4;1.7;17.6;0.3;29.2;59.8;20.2
3.4;5.6;40.9;0.4;21;49;49.2
4.4;10.1;32.7;0.4;10.8;52;48.2
6;33.4;36.5;0.4;8.2;59;87.7
5.8;25.8;32.5;0.4;8.8;62;72.2
4.6;34.6;31;0.4;15.5;68;84
5.8;29.3;29.3;0.4;20;71;74.5
6.2;21.8;23.4;0.4;24.2;85.8;56.8
4.2;5.2;15.1;0.4;61.2;84.2;23.2
4.9;4.4;14.2;0.4;73.2;68.2;20.8
5;4.4;16.5;0.4;74.8;66;23.5
4.3;3.9;18;0.4;73.2;56.2;24
3.9;2.8;23.4;0.4;65.8;54;28.2
3.4;7.7;61.8;0.4;21.5;73;73.8
4.2;3.5;44.8;0.4;42;76;50
5.3;11;56.1;0.4;19.5;67.2;72.5
5.1;0.7;23.6;0.3;50;65;24.8
3.9;0.9;13.6;0.3;60.8;58.2;15
3.1;2.1;21.8;0.4;46;64;25
3.4;1.8;23.4;0.4;40;70.8;26
3.6;1.1;17.8;0.4;43.2;72.2;19.2
3.6;2.1;14.7;0.4;44.5;83.8;18
3.9;1.3;19.6;0.3;44.5;79;21.5
4;1.4;20.9;0.3;34.5;46.5;22.8
4.4;3;35.2;0.4;13.2;55.8;40
4.5;3.5;50.5;0.5;7.8;62.8;56
3.7;2;39.9;0.4;23.5;74.2;43
3.8;18.3;34.7;0.4;15.5;43.8;62.8
4.4;25.2;37.1;0.4;5.5;57.8;76
6.7;45.6;38.9;0.5;8.5;79.8;109
5;21.9;32.6;0.4;18;88.8;66
5.4;6.5;23.5;0.4;46;79.2;30.8
5.1;5.9;17.1;0.4;64;116.2;26.2
5.6;5;13.6;0.4;69.8;77.8;21.2
5.6;3.4;12;0.4;80;72;17.2
5.9;3;21.4;0.5;86.2;59.2;26
5.1;3.9;39.5;0.5;63;95.2;45.8
5.5;3.5;58.6;0.5;39.2;112.8;64
5.4;2.2;47.4;0.4;43.8;140.5;50.8
5;1.6;34.6;0.4;52.2;78.2;37
5.6;2;42.9;0.4;34;71;46
5.6;1.4;42.8;0.4;31;90.8;44.5
5.5;8.9;37.4;0.4;32;81.2;51.2
4;1;24;0.4;34.2;79;25.2
4.3;1.3;21.8;0.4;38.2;63.2;23.8
4.3;1.5;23.8;0.4;35.8;78.8;26
4.1;1.2;23.7;0.3;30.5;82.5;25.5
4.1;1;22.7;0.4;29.5;69.2;24.5
4.4;5.1;31.9;0.4;15;75;40
3.4;1.8;32;0.4;12.5;82.8;35
3.5;1.4;26.5;0.4;18.8;72.2;28.5
2.4;1.8;20.6;0.3;23.8;81.2;23.2
2.2;4.1;16.7;0.3;26;68.2;23
1.9;4.3;15.6;0.3;34.2;71;22.5
3.2;7.1;19.5;0.3;30.2;70;30.5
2.4;10.8;21.5;0.4;31.2;74;38
2.5;13.5;24.3;0.4;38.8;78;45
3.5;12.8;29.2;0.4;44;74.2;49
4.9;6.9;21.9;0.4;60.2;72;32.5
3.8;5;24.3;0.4;58.2;72;32
2.7;4.4;33.7;0.3;46;60.2;40.2
3.6;8.2;48.4;0.4;28.5;72.5;61
3;1.3;31.6;0.4;47.8;70.8;34
2.6;4.2;47.7;0.4;20.2;72;54.3
1.9;1;21;0.3;48.8;77;22.5
3;1;13.7;0.3;63;63.2;15.2
3.2;2;24;0.3;43.5;56.5;27.2
3.2;1.2;10.8;0.3;52.5;62.5;12.5
4.6;1.2;13.2;0.3;48;57;15
4;1.4;15;0.3;44.2;64.8;17.2
3.9;1.8;19.6;0.3;41.8;71;22.2
4;2.2;24.6;0.3;33.2;61.2;28
4.2;3.1;30.8;0.4;15.5;54.8;35.5
3.5;1.9;23.2;0.4;20.5;75;26
3.8;1.5;22.4;0.4;22.2;70.2;24.8
4.5;4.6;21.8;0.4;23.5;66;28.8
2.8;8.9;21.2;0.4;25.5;67;34.8
4;7.7;14.5;0.4;37;69.2;26.5
5.3;5.4;10.8;0.3;51.5;55.2;19
7.8;10.8;20.7;0.3;51;41.2;37.5
5.2;3.4;6.2;0.3;80.2;35;11.5
4.6;1.6;1.3;0.3;91.8;34;4
3.7;1.7;1.8;0.2;91;27;4.2
3.9;1;2.5;0.3;92.5;23;4.2
3.3;1.3;2.8;0.3;86.5;34.8;4.8
2.9;1.4;4;0.3;82;37;6.2
4;0.8;4.3;0.3;77.2;26.2;5.5
4.4;1.4;10.4;0.2;68;21;12.8
3.4;1.1;8.6;0.3;72.8;19;10.5
3.2;2.6;14.7;0.3;61.2;29.8;18.8
2.2;1.4;5.6;0.3;56.5;24;8
3.9;1;6.4;0.3;50.8;27.2;8
3.9;1.1;5.7;0.3;48.5;23;7.5
4;1;5.9;0.3;47.8;21.2;7.5
3.9;1.5;8.9;0.3;40;20;11.2
3.1;1.5;10;0.3;37.5;25;12.5
3;1.8;8;0.3;33.2;25;10.5
3.7;1.4;7.4;0.3;32;26;9.5
3;1.6;10.5;0.3;27.5;24;12.8
1.8;1.7;7.8;0.3;36;26.2;10.5
1.7;2.8;6.4;0.3;42.2;23.2;10.5
2.2;3.8;7.2;0.3;45.5;33.8;13.2
2.3;3.5;7;0.3;50;25.2;12.5
2.6;2.1;3.1;0.3;62.8;25;6.5
2.4;2.7;2.1;0.3;75.2;30;6.5
2.2;1.2;0.8;0.3;88.2;30;2.8
2;1.1;0.9;0.3;91.5;14.2;2.8
2.1;1.9;2.6;0.2;85.8;20;5.2
2.1;0.9;2;0.3;79;20;3.5
3.2;1.3;7.3;0.2;77;22.5;9.5
2.9;1.7;14.1;0.3;70.5;25;16.8
2.1;1.5;3.6;0.2;84.8;9.2;6.2
2.3;1.4;4.5;0.2;77.2;11.8;6.8
2;1;3.9;0.2;75.2;20;5
2;1.2;5.3;0.2;68;21;7
2;0.7;6.3;0.2;63;9.5;7.2
2.6;1.2;4.8;0.3;61.2;9.8;6.8
2.2;1.3;0.6;0.3;81.2;12;2.5
2;1.4;2.6;0.3;76.2;12;4.8
1.4;0.9;3;0.3;75.8;11;4.5
1.6;1.3;1.5;0.3;79.2;9;3.5
1.3;1.1;7.3;0.3;70.5;6.2;8.8
1.8;1.4;4.7;0.3;80.5;8.8;6.8
2.2;3.2;25.5;0.3;55;6.2;30.2
3;4;16;0.3;62.8;3;22.2
2.8;3.9;11.8;0.3;69.5;8.8;17.8
2.8;3;9.1;0.3;76;10.2;13.8
4.9;2.8;5.4;0.2;80;20.8;9.8
5.3;2.9;5.9;0.3;81;10.2;10.2
3.6;2.2;5.5;0.3;84.8;11.2;8.8
3.2;1.9;5.8;0.2;79.8;11;8.8
2.8;2;7.5;0.2;79.2;10.8;10.5
2.6;2.4;13.9;0.2;70.5;12;17.5
2.5;2.4;14.9;0.2;71;11;19
2;2.2;17.5;0.2;65;7;20.8
2;1.8;11.4;0.2;71.5;5;14.2
3.3;1.8;13.9;0.2;64.5;10;16.5
3;1.6;11;0.2;69.2;12.2;13.5
2.8;1.5;8.6;0.2;70;9;10.8
2.4;1.1;1.9;0.2;76.8;10;3.5
3.3;1.1;2.8;0.2;68;11.5;4.5
2.9;1.5;3.3;0.2;63.5;9.5;5.8
3.1;1.1;2.1;0.2;64.2;5;3.5
2.5;1.7;1.6;0.2;57.5;3;4.2
3.2;1.1;4.4;0.2;52.2;8;6
3.1;1.1;3.7;0.2;58.2;15.2;5.2
3.4;1;2.4;0.2;61;10;4
3.6;1.4;6.3;0.2;52.5;9;8.2
3.1;2.3;11.6;0.3;45.2;6;15.2
2;2.6;10.9;0.2;49.8;14.8;15
3;2;4;0.2;58.5;6.2;7.2
3.4;3;7.6;0.2;57.2;7;12
2.7;3.3;6;0.2;61;15;11
2.6;3.6;5;0.3;62;10.2;10.5
2.7;3.7;6.8;0.3;61.2;11;12.8
3.3;3.8;11.1;0.3;56;10;16.8
2.7;2.4;15.3;0.3;49.8;9;18.8
2.4;1.2;19.2;0.3;42;17.8;21
2.3;1.9;22.7;0.3;37.5;14.2;25.8
2.3;1.5;24;0.3;26.8;23.8;26.2
2;1.3;19;0.3;32.8;25.5;21
1.6;1.2;21.8;0.3;20.8;12.2;23.5
1.8;1.4;24.2;0.2;32.5;26.2;26.2
2.7;3.2;20.1;0.2;17.8;13.2;24.8
2.4;1.8;21.8;0.3;15.8;19;24.5
1.7;0.9;17.7;0.3;24.5;22;19.2
2.5;1.7;12.2;0.3;37.5;21;14.8
2.8;4.4;18.9;0.3;42.5;20.2;25.5
2.4;1.6;12.8;0.3;45.2;11.2;15
1.6;2.1;9.6;0.2;67;11;13
1.6;1.7;13.6;0.2;68.5;10;16.2
1.4;2.5;12.2;0.3;69.2;10;16
1.4;4.3;23.2;0.2;31.8;10;29.8
1.5;7.7;24.6;0.2;31.8;15.8;36.2
2.3;3;12.2;0.2;53;12.2;16.8
2.5;2.3;2.8;0.3;62.2;11;6.2
3.8;1.7;2.3;0.3;71.8;15;5.2
